Transaction_Date,Description,Amount_UGX,Category,Source
2025-05-01,PAID FOR AIRTEL TOPUP,9800.0,Airtime & Data,Airtel Money
2025-04-10,WHT 29% LYCADATA,37100.0,Airtime & Data,Airtel Money
2025-12-09,POS PURCHASE TOTALENERGIES KAMPALA,77500.0,Transport,Stanbic
2025-04-24,NANDOS MSK,92500.0,Dining & Drinks,Airtel Money
2025-12-11,STANDARD HIGH MBALE,2145000.0,Education,Airtel Money
2026-02-21,WHT 59% ZUKU TV,143400.0,Utilities,Airtel Money
2026-03-20,AGENT 3430 - MOMO TRANSFER FROM,4375800.0,Income/Transfers,Centenary Bank
2026-01-12,PAID FOR AIRTEL INTERNET,155200.0,Utilities,Stanbic
2025-07-27,LYCADATA GULU,14000.0,Airtime & Data,MTN MoMo
2025-06-28,PAID FOR NANDOS,69100.0,Dining & Drinks,Stanbic
2025-08-16,MOMOPAY 935502 LINK BUS,57300.0,Transport,MTN MoMo
2025-06-11,PAID FOR KIKUUBO WHOLESALE,145500.0,Food & Groceries,Stanbic
2025-08-19,MEGA STANDARD MBALE,70000.0,Food & Groceries,Centenary Bank
2025-03-24,MOMOPAY 393621 JAVA HOUSE,85200.0,Dining & Drinks,Stanbic
2025-05-31,POS PURCHASE MEGA STANDARD KAMPALA,8000.0,Food & Groceries,Airtel Money
2026-02-24,POS PURCHASE ZUKU TV KAMPALA,38000.0,Utilities,MTN MoMo
2025-08-20,POS PURCHASE MEGA STANDARD KAMPALA,55300.0,Food & Groceries,MTN MoMo
2025-08-09,POS PURCHASE JAVA HOUSE KAMPALA,115100.0,Dining & Drinks,Centenary Bank
2025-11-29,AGENT 4981 - MULTICHOICE DSTV,25900.0,Utilities,Airtel Money
2025-04-24,POS PURCHASE JAVA HOUSE KAMPALA,109800.0,Dining & Drinks,Stanbic
2025-11-02,AGENT 1000 - UMEME YAKA,272800.0,Utilities,Centenary Bank
2025-10-14,POS PURCHASE CAPITAL SHOPPERS KAMPALA,74400.0,Food & Groceries,Stanbic
2025-08-17,POS PURCHASE KFC KAMPALA,44600.0,Dining & Drinks,Centenary Bank
2026-01-07,PAID FOR KIKUUBO WHOLESALE,148400.0,Food & Groceries,Stanbic
2026-01-22,SALARY DEPOSIT MBALE,2118100.0,Income/Transfers,Airtel Money
2025-06-23,WHT 32% NWSC,47600.0,Utilities,Airtel Money
2026-01-03,CARREFOUR MSK,118800.0,Food & Groceries,Stanbic
2025-04-21,POS PURCHASE BANK TO WALLET KAMPALA,1832300.0,Income/Transfers,Stanbic
2026-03-17,WHT 47% BANK TO WALLET,1564400.0,Income/Transfers,MTN MoMo
2025-08-06,PAID FOR MEGA STANDARD,105500.0,Food & Groceries,Airtel Money
2025-12-31,MOMO TRANSFER FROM MBALE,4873100.0,Income/Transfers,MTN MoMo
2025-05-10,AGENT 7435 - KIKUUBO WHOLESALE,117700.0,Food & Groceries,Centenary Bank
2025-05-23,WHT 79% UBER,12700.0,Transport,Centenary Bank
2025-09-11,PAID FOR MULTICHOICE DSTV,100000.0,Utilities,Centenary Bank
2025-04-07,MOMOPAY 960424 GREENHILL ACADEMY,2266200.0,Education,Centenary Bank
2025-12-04,PAID FOR CAFESSERIE,105700.0,Dining & Drinks,Stanbic
2025-09-14,AGENT 1234 - CARREFOUR,63000.0,Food & Groceries,MTN MoMo
2025-10-06,POS PURCHASE MTN AIRTIME KAMPALA,33300.0,Airtime & Data,Stanbic
2025-06-05,POS PURCHASE KYAMBOGO KAMPALA,1028200.0,Education,Airtel Money
2025-04-27,MOMO TRANSFER FROM KLA,1495400.0,Income/Transfers,MTN MoMo
2025-12-29,KYAMBOGO MUK,1795500.0,Education,Centenary Bank
2026-01-09,WHT 45% QUALITY SUPERMARKET,117900.0,Food & Groceries,Airtel Money
2025-12-25,POS PURCHASE QUALITY SUPERMARKET KAMPALA,34000.0,Food & Groceries,Airtel Money
2025-09-13,NWSC MUK,86100.0,Utilities,Stanbic
2025-08-10,SALARY DEPOSIT KLA,1273500.0,Income/Transfers,MTN MoMo
2025-08-05,PAID FOR KYAMBOGO,1857200.0,Education,Airtel Money
2025-06-06,PAID FOR LYCADATA,41600.0,Airtime & Data,Centenary Bank
2025-08-05,POS PURCHASE CAPITAL SHOPPERS KAMPALA,119700.0,Food & Groceries,MTN MoMo
2025-06-03,POS PURCHASE NANDOS KAMPALA,40800.0,Dining & Drinks,MTN MoMo
2025-10-31,CAPITAL SHOPPERS KLA,111200.0,Food & Groceries,Stanbic
2025-08-23,MOMOPAY 623404 YY COACHES,31600.0,Transport,Stanbic
2025-06-01,MOMOPAY 817164 BANK TO WALLET,1748100.0,Income/Transfers,Stanbic
2025-06-05,AGENT 2934 - KFC,51200.0,Dining & Drinks,Centenary Bank
2026-03-23,AGENT 1311 - YY COACHES,71700.0,Transport,Centenary Bank
2025-09-17,AGENT 2190 - KFC,119200.0,Dining & Drinks,Stanbic
2025-10-20,PAID FOR CAPITAL SHOPPERS,25300.0,Food & Groceries,MTN MoMo
2026-02-26,PAID FOR MAKERERE UNI,1991100.0,Education,MTN MoMo
2025-08-13,QUALITY SUPERMARKET MSK,99800.0,Food & Groceries,Stanbic
2025-11-23,WHT 66% CAFESSERIE,74600.0,Dining & Drinks,Airtel Money
2026-01-02,MOMOPAY 591461 YY COACHES,6100.0,Transport,MTN MoMo
2025-06-08,SHELL ENT,37400.0,Transport,Stanbic
2025-11-20,BANK TO WALLET GULU,4175500.0,Income/Transfers,Airtel Money
2026-02-05,AGENT 3265 - MTN AIRTIME,37800.0,Airtime & Data,MTN MoMo
2025-12-01,WHT 38% SHELL,6200.0,Transport,Centenary Bank
2025-05-08,AGENT 5269 - SHELL,4100.0,Transport,Centenary Bank
2025-12-10,POS PURCHASE JAVA HOUSE KAMPALA,78800.0,Dining & Drinks,Airtel Money
2025-06-02,AGENT 7912 - MTN AIRTIME,30400.0,Airtime & Data,Centenary Bank
2025-05-24,PAID FOR MEGA STANDARD,96300.0,Food & Groceries,Stanbic
2025-04-23,POS PURCHASE BANK TO WALLET KAMPALA,456700.0,Income/Transfers,Stanbic
2025-08-12,WHT 65% KYAMBOGO,1753100.0,Education,Airtel Money
2025-04-10,MOMOPAY 555434 AIRTEL TOPUP,30200.0,Airtime & Data,Airtel Money
2025-12-09,AGENT 1522 - MEGA STANDARD,90200.0,Food & Groceries,Centenary Bank
2026-03-15,PAID FOR LYCADATA,39800.0,Airtime & Data,MTN MoMo
2025-12-16,PAID FOR SAFEBODA,26900.0,Transport,MTN MoMo
2025-04-07,MOMOPAY 525419 BANK TO WALLET,2231000.0,Income/Transfers,MTN MoMo
2026-03-23,SHELL MBALE,70000.0,Transport,MTN MoMo
2025-09-02,AGENT 1225 - NWSC,142100.0,Utilities,Centenary Bank
2025-04-23,WHT 90% CAFESSERIE,82700.0,Dining & Drinks,Airtel Money
2026-02-28,WHT 60% SHELL,32000.0,Transport,Stanbic
2026-01-21,POS PURCHASE SALARY DEPOSIT KAMPALA,4576200.0,Income/Transfers,Centenary Bank
2026-01-05,AGENT 1590 - AIRTEL INTERNET,29200.0,Utilities,MTN MoMo
2025-11-06,POS PURCHASE MTN AIRTIME KAMPALA,11800.0,Airtime & Data,Stanbic
2026-03-17,AGENT 4540 - NANDOS,118300.0,Dining & Drinks,MTN MoMo
2026-03-12,POS PURCHASE STANDARD HIGH KAMPALA,1740100.0,Education,Stanbic
2025-12-26,POS PURCHASE MTN AIRTIME KAMPALA,26000.0,Airtime & Data,Centenary Bank
2025-08-28,MOMO TRANSFER FROM MBALE,4737500.0,Income/Transfers,Stanbic
2025-06-17,WHT 82% MEGA STANDARD,35500.0,Food & Groceries,Airtel Money
2025-12-07,MOMOPAY 665028 CAPITAL SHOPPERS,79300.0,Food & Groceries,Centenary Bank
2026-01-27,MTN AIRTIME MSK,28300.0,Airtime & Data,MTN MoMo
2025-08-18,WHT 33% NWSC,182800.0,Utilities,Airtel Money
2025-10-08,MOMOPAY 738333 LOCAL JOINT,116900.0,Dining & Drinks,Airtel Money
2025-11-04,WHT 61% LINK BUS,75700.0,Transport,Centenary Bank
2025-04-18,POS PURCHASE MTN AIRTIME KAMPALA,30100.0,Airtime & Data,MTN MoMo
2025-09-06,PAID FOR MOMO TRANSFER FROM,4526700.0,Income/Transfers,Airtel Money
2026-02-25,WHT 36% SALARY DEPOSIT,1084800.0,Income/Transfers,Airtel Money
2025-10-16,ZUKU TV MBALE,72000.0,Utilities,MTN MoMo
2025-09-02,POS PURCHASE NWSC KAMPALA,286500.0,Utilities,MTN MoMo
2025-05-16,POS PURCHASE AIRTEL TOPUP KAMPALA,31300.0,Airtime & Data,Stanbic
2025-09-02,WHT 18% CAPITAL SHOPPERS,69700.0,Food & Groceries,MTN MoMo
2025-06-13,AGENT 2742 - LYCADATA,15100.0,Airtime & Data,Stanbic
2025-09-03,NWSC GULU,191500.0,Utilities,MTN MoMo
2025-06-05,MOMOPAY 998472 NWSC,186600.0,Utilities,Centenary Bank
2025-04-02,PAID FOR CAPITAL SHOPPERS,83200.0,Food & Groceries,MTN MoMo
2026-02-19,AGENT 2089 - MULTICHOICE DSTV,195000.0,Utilities,Centenary Bank
2025-09-05,AGENT 6223 - NANDOS,35600.0,Dining & Drinks,Stanbic
2025-05-26,PAID FOR QUALITY SUPERMARKET,79900.0,Food & Groceries,Airtel Money
2025-06-01,PAID FOR STANDARD HIGH,719500.0,Education,Stanbic
2026-01-24,AGENT 8255 - MOMO TRANSFER FROM,2902200.0,Income/Transfers,MTN MoMo
2026-02-11,WHT 14% CARREFOUR,141900.0,Food & Groceries,Centenary Bank
2025-08-05,POS PURCHASE MTN AIRTIME KAMPALA,21800.0,Airtime & Data,Stanbic
2025-11-06,POS PURCHASE MTN AIRTIME KAMPALA,21000.0,Airtime & Data,Airtel Money
2025-11-26,PAID FOR CAFESSERIE,98300.0,Dining & Drinks,MTN MoMo
2025-08-14,MOMOPAY 655933 AIRTEL TOPUP,15900.0,Airtime & Data,Centenary Bank
2025-11-25,AGENT 4358 - GREENHILL ACADEMY,2965600.0,Education,Stanbic
2026-03-12,MOMOPAY 187660 MULTICHOICE DSTV,299500.0,Utilities,Stanbic
2025-09-14,WHT 45% BANK TO WALLET,2661900.0,Income/Transfers,Centenary Bank
2025-04-06,AGENT 2612 - NWSC,142600.0,Utilities,Airtel Money
2025-05-16,MOMOPAY 966234 QUALITY SUPERMARKET,7400.0,Food & Groceries,Stanbic
2025-06-26,PAID FOR NWSC,129700.0,Utilities,Stanbic
2025-08-31,POS PURCHASE BANK TO WALLET KAMPALA,73100.0,Income/Transfers,Stanbic
2025-06-13,JAVA HOUSE MUK,98900.0,Dining & Drinks,MTN MoMo
2025-09-07,POS PURCHASE YY COACHES KAMPALA,59700.0,Transport,Stanbic
2025-07-19,MOMOPAY 500703 MOMO TRANSFER FROM,2002600.0,Income/Transfers,MTN MoMo
2025-05-19,BANK TO WALLET KLA,2125500.0,Income/Transfers,Centenary Bank
2025-03-30,POS PURCHASE GREENHILL ACADEMY KAMPALA,2855700.0,Education,Centenary Bank
2025-08-18,POS PURCHASE NWSC KAMPALA,131900.0,Utilities,Stanbic
2025-04-15,MOMOPAY 986179 TOTALENERGIES,28700.0,Transport,MTN MoMo
2025-12-29,SALARY DEPOSIT MSK,3906500.0,Income/Transfers,Centenary Bank
2025-04-16,MOMOPAY 847537 NWSC,135600.0,Utilities,MTN MoMo
2025-07-24,MOMOPAY 818893 SALARY DEPOSIT,503000.0,Income/Transfers,Stanbic
2025-06-10,PAID FOR MOMO TRANSFER FROM,1716900.0,Income/Transfers,Centenary Bank
2026-03-02,AGENT 4459 - CARREFOUR,83600.0,Food & Groceries,Airtel Money
2026-01-09,POS PURCHASE SALARY DEPOSIT KAMPALA,1300400.0,Income/Transfers,Airtel Money
2025-12-19,AGENT 8910 - UMEME YAKA,292800.0,Utilities,Airtel Money
2025-11-19,PAID FOR LOCAL JOINT,116700.0,Dining & Drinks,Centenary Bank
2025-10-17,PAID FOR MULTICHOICE DSTV,284400.0,Utilities,Airtel Money
2025-09-13,AGENT 6494 - AIRTEL TOPUP,13800.0,Airtime & Data,Stanbic
2026-03-14,KYAMBOGO KLA,2122600.0,Education,Centenary Bank
2025-09-20,POS PURCHASE SALARY DEPOSIT KAMPALA,2292000.0,Income/Transfers,Centenary Bank
2025-03-27,POS PURCHASE BANK TO WALLET KAMPALA,1653200.0,Income/Transfers,Stanbic
2025-08-02,WHT 88% SAFEBODA,78300.0,Transport,Centenary Bank
2026-02-28,POS PURCHASE QUALITY SUPERMARKET KAMPALA,115900.0,Food & Groceries,Airtel Money
2025-08-24,POS PURCHASE CAPITAL SHOPPERS KAMPALA,24300.0,Food & Groceries,Centenary Bank
2025-04-05,AGENT 9208 - SAFEBODA,31400.0,Transport,Stanbic
2025-05-09,PAID FOR MTN AIRTIME,10000.0,Airtime & Data,MTN MoMo
2025-05-20,POS PURCHASE QUALITY SUPERMARKET KAMPALA,76800.0,Food & Groceries,MTN MoMo
2026-02-11,POS PURCHASE CAFESSERIE KAMPALA,16800.0,Dining & Drinks,Centenary Bank
2025-12-29,YY COACHES KLA,60100.0,Transport,Stanbic
2025-11-06,MOMOPAY 307716 KIKUUBO WHOLESALE,99000.0,Food & Groceries,Airtel Money
2026-03-23,POS PURCHASE GREENHILL ACADEMY KAMPALA,1952700.0,Education,Airtel Money
2025-07-11,MOMOPAY 691923 SALARY DEPOSIT,3260700.0,Income/Transfers,Stanbic
2025-08-02,SHELL ENT,44000.0,Transport,MTN MoMo
2026-02-06,MOMOPAY 336646 MTN AIRTIME,4000.0,Airtime & Data,Stanbic
2025-08-04,CAPITAL SHOPPERS KLA,16700.0,Food & Groceries,Centenary Bank
2026-02-12,POS PURCHASE QUALITY SUPERMARKET KAMPALA,5600.0,Food & Groceries,MTN MoMo
2025-09-20,MOMOPAY 163247 YY COACHES,63400.0,Transport,Stanbic
2026-01-11,PAID FOR UBER,79900.0,Transport,Centenary Bank
2026-01-23,AGENT 5984 - GREENHILL ACADEMY,1851900.0,Education,Centenary Bank
2025-07-22,LYCADATA ENT,32000.0,Airtime & Data,Stanbic
2026-03-14,MOMOPAY 742600 BANK TO WALLET,621500.0,Income/Transfers,MTN MoMo
2025-12-17,WHT 64% MOMO TRANSFER FROM,517300.0,Income/Transfers,MTN MoMo
2025-12-29,UBER MUK,30800.0,Transport,Airtel Money
2026-02-19,WHT 69% MTN AIRTIME,15100.0,Airtime & Data,Stanbic
2026-02-24,POS PURCHASE QUALITY SUPERMARKET KAMPALA,93700.0,Food & Groceries,Stanbic
2025-06-29,POS PURCHASE QUALITY SUPERMARKET KAMPALA,66800.0,Food & Groceries,MTN MoMo
2025-04-25,PAID FOR BANK TO WALLET,316300.0,Income/Transfers,Centenary Bank
2026-03-01,WHT 70% AIRTEL INTERNET,238600.0,Utilities,MTN MoMo
2025-07-23,AGENT 1135 - QUALITY SUPERMARKET,126400.0,Food & Groceries,Airtel Money
2025-09-15,AGENT 5981 - MOMO TRANSFER FROM,196200.0,Income/Transfers,Centenary Bank
2025-11-14,JAVA HOUSE ENT,105900.0,Dining & Drinks,Centenary Bank
2026-01-25,MOMOPAY 638568 LOCAL JOINT,112800.0,Dining & Drinks,MTN MoMo
2025-07-09,AGENT 8679 - LOCAL JOINT,109300.0,Dining & Drinks,Stanbic
2025-05-10,POS PURCHASE MULTICHOICE DSTV KAMPALA,148700.0,Utilities,Centenary Bank
2026-01-25,POS PURCHASE KYAMBOGO KAMPALA,1502300.0,Education,Stanbic
2025-05-04,AGENT 4947 - MTN AIRTIME,4000.0,Airtime & Data,Stanbic
2025-05-12,WHT 40% MEGA STANDARD,49500.0,Food & Groceries,Stanbic
2026-02-05,WHT 58% CAFESSERIE,13700.0,Dining & Drinks,MTN MoMo
2025-12-18,POS PURCHASE MOMO TRANSFER FROM KAMPALA,1797400.0,Income/Transfers,Airtel Money
2025-10-14,WHT 98% AIRTEL INTERNET,25400.0,Utilities,Stanbic
2025-04-30,AGENT 1198 - SHELL,56000.0,Transport,MTN MoMo
2025-10-27,MOMOPAY 961573 KIKUUBO WHOLESALE,23100.0,Food & Groceries,Stanbic
2025-04-15,WHT 77% MEGA STANDARD,68600.0,Food & Groceries,Airtel Money
2025-10-17,JAVA HOUSE ENT,109200.0,Dining & Drinks,Stanbic
2025-06-25,MOMOPAY 456338 QUALITY SUPERMARKET,143700.0,Food & Groceries,Stanbic
2025-10-02,PAID FOR LYCADATA,40600.0,Airtime & Data,MTN MoMo
2025-10-07,PAID FOR LINK BUS,35300.0,Transport,Airtel Money
2026-03-17,WHT 86% LYCADATA,49800.0,Airtime & Data,Centenary Bank
2025-09-27,AGENT 7961 - AIRTEL TOPUP,3500.0,Airtime & Data,Centenary Bank
2025-10-27,MOMO TRANSFER FROM ENT,3443600.0,Income/Transfers,Centenary Bank
2025-03-31,MOMOPAY 946180 QUALITY SUPERMARKET,111600.0,Food & Groceries,MTN MoMo
2025-05-13,WHT 82% CARREFOUR,73800.0,Food & Groceries,Stanbic
2026-03-15,MOMOPAY 525761 KYAMBOGO,1568700.0,Education,Airtel Money
2026-03-02,AGENT 8818 - CARREFOUR,47800.0,Food & Groceries,MTN MoMo
2026-01-27,MOMOPAY 661588 LINK BUS,31800.0,Transport,Stanbic
2026-03-23,PAID FOR AIRTEL TOPUP,18600.0,Airtime & Data,Airtel Money
2025-08-14,PAID FOR CAFESSERIE,40300.0,Dining & Drinks,Stanbic
2025-10-27,SALARY DEPOSIT MSK,4986600.0,Income/Transfers,Airtel Money
2025-12-27,WHT 40% SALARY DEPOSIT,2068800.0,Income/Transfers,Centenary Bank
2025-10-21,POS PURCHASE MULTICHOICE DSTV KAMPALA,149800.0,Utilities,MTN MoMo
2025-12-14,ZUKU TV ENT,14700.0,Utilities,MTN MoMo
2025-04-14,PAID FOR LOCAL JOINT,60900.0,Dining & Drinks,Stanbic
2025-06-09,POS PURCHASE TOTALENERGIES KAMPALA,26900.0,Transport,Stanbic
2026-02-05,MOMOPAY 458209 MULTICHOICE DSTV,110500.0,Utilities,MTN MoMo
2026-03-21,WHT 91% CARREFOUR,109100.0,Food & Groceries,Airtel Money
2026-03-09,WHT 60% UBER,74100.0,Transport,Stanbic
2025-08-24,POS PURCHASE YY COACHES KAMPALA,74800.0,Transport,Stanbic
2025-04-29,PAID FOR MEGA STANDARD,10000.0,Food & Groceries,Airtel Money
2026-03-18,PAID FOR AIRTEL TOPUP,33100.0,Airtime & Data,Stanbic
2026-02-11,PAID FOR UBER,57900.0,Transport,Centenary Bank
2025-12-20,AGENT 6852 - QUALITY SUPERMARKET,119500.0,Food & Groceries,Airtel Money
2025-11-20,WHT 68% MEGA STANDARD,61200.0,Food & Groceries,Stanbic
2025-11-29,JAVA HOUSE ENT,109200.0,Dining & Drinks,MTN MoMo
2026-01-22,AGENT 6282 - KFC,103600.0,Dining & Drinks,Airtel Money
2025-04-08,PAID FOR AIRTEL TOPUP,43100.0,Airtime & Data,Centenary Bank
2025-09-02,PAID FOR AIRTEL TOPUP,23500.0,Airtime & Data,Centenary Bank
2025-05-25,POS PURCHASE CARREFOUR KAMPALA,82700.0,Food & Groceries,Airtel Money
2025-04-06,POS PURCHASE LOCAL JOINT KAMPALA,47300.0,Dining & Drinks,Airtel Money
2026-03-22,AGENT 9462 - MTN AIRTIME,24600.0,Airtime & Data,Centenary Bank
2026-02-24,POS PURCHASE JAVA HOUSE KAMPALA,62000.0,Dining & Drinks,MTN MoMo
2025-04-18,POS PURCHASE MTN AIRTIME KAMPALA,10500.0,Airtime & Data,MTN MoMo
2025-08-15,KIKUUBO WHOLESALE MUK,133100.0,Food & Groceries,Stanbic
2025-09-18,PAID FOR SAFEBODA,63900.0,Transport,Centenary Bank
2025-11-29,POS PURCHASE BANK TO WALLET KAMPALA,559700.0,Income/Transfers,Stanbic
2026-02-17,AGENT 3751 - MTN AIRTIME,40800.0,Airtime & Data,Stanbic
2025-11-26,JAVA HOUSE GULU,81500.0,Dining & Drinks,Centenary Bank
2025-03-24,AGENT 3271 - MTN AIRTIME,37000.0,Airtime & Data,Stanbic
2025-10-17,AGENT 1937 - STANDARD HIGH,1846100.0,Education,MTN MoMo
2025-06-16,MTN AIRTIME KLA,23700.0,Airtime & Data,MTN MoMo
2025-04-16,AGENT 9117 - AIRTEL TOPUP,47600.0,Airtime & Data,MTN MoMo
2025-07-26,PAID FOR AIRTEL TOPUP,39000.0,Airtime & Data,MTN MoMo
2026-02-25,PAID FOR BANK TO WALLET,3093300.0,Income/Transfers,Stanbic
2026-02-12,MOMOPAY 653089 AIRTEL TOPUP,2700.0,Airtime & Data,MTN MoMo
2025-07-25,WHT 35% JAVA HOUSE,32900.0,Dining & Drinks,Airtel Money
2025-09-13,PAID FOR MEGA STANDARD,86300.0,Food & Groceries,Airtel Money
2025-10-03,POS PURCHASE KFC KAMPALA,25700.0,Dining & Drinks,Stanbic
2025-12-08,PAID FOR ZUKU TV,85100.0,Utilities,Airtel Money
2025-05-20,JAVA HOUSE ENT,114200.0,Dining & Drinks,Airtel Money
2025-10-03,SALARY DEPOSIT GULU,3500300.0,Income/Transfers,Airtel Money
2026-02-12,AGENT 9230 - MOMO TRANSFER FROM,3177300.0,Income/Transfers,Stanbic
2025-09-17,MOMOPAY 329127 MTN AIRTIME,49500.0,Airtime & Data,Airtel Money
2025-03-26,MOMOPAY 922657 MEGA STANDARD,75500.0,Food & Groceries,Stanbic
2025-04-30,POS PURCHASE KIKUUBO WHOLESALE KAMPALA,127600.0,Food & Groceries,Stanbic
2025-10-15,NWSC GULU,75300.0,Utilities,Stanbic
2025-10-03,PAID FOR SALARY DEPOSIT,880300.0,Income/Transfers,Centenary Bank
2025-07-25,MOMOPAY 355741 MEGA STANDARD,115900.0,Food & Groceries,MTN MoMo
2025-03-26,PAID FOR MTN AIRTIME,44400.0,Airtime & Data,Centenary Bank
2025-08-23,MOMOPAY 288672 MOMO TRANSFER FROM,3979900.0,Income/Transfers,Airtel Money
2025-07-29,MOMOPAY 146296 AIRTEL TOPUP,13700.0,Airtime & Data,Airtel Money
2026-01-02,MOMO TRANSFER FROM MBALE,3107100.0,Income/Transfers,Stanbic
2025-07-20,PAID FOR CAPITAL SHOPPERS,14800.0,Food & Groceries,Centenary Bank
2025-12-03,AGENT 6519 - MOMO TRANSFER FROM,746000.0,Income/Transfers,Airtel Money
2025-10-08,AGENT 8393 - MAKERERE UNI,838400.0,Education,MTN MoMo
2026-03-19,MOMOPAY 100951 ZUKU TV,222200.0,Utilities,Airtel Money
2026-03-07,WHT 27% AIRTEL INTERNET,109800.0,Utilities,MTN MoMo
2025-09-06,PAID FOR KFC,91000.0,Dining & Drinks,Airtel Money
2026-01-24,WHT 14% CAPITAL SHOPPERS,96400.0,Food & Groceries,Stanbic
2025-04-18,PAID FOR MAKERERE UNI,2101100.0,Education,Centenary Bank
2025-12-16,PAID FOR QUALITY SUPERMARKET,65100.0,Food & Groceries,Airtel Money
2025-07-09,WHT 25% CAPITAL SHOPPERS,82600.0,Food & Groceries,Centenary Bank
2026-02-05,BANK TO WALLET MBALE,3821800.0,Income/Transfers,Centenary Bank
2025-04-13,CAFESSERIE MSK,37400.0,Dining & Drinks,Stanbic
2025-06-06,AGENT 2657 - MEGA STANDARD,127700.0,Food & Groceries,MTN MoMo
2025-09-29,MOMOPAY 832123 ZUKU TV,133400.0,Utilities,Stanbic
2025-11-20,POS PURCHASE GREENHILL ACADEMY KAMPALA,2660500.0,Education,Centenary Bank
2025-07-02,WHT 12% SALARY DEPOSIT,3345400.0,Income/Transfers,MTN MoMo
2025-04-13,POS PURCHASE UMEME YAKA KAMPALA,157400.0,Utilities,Stanbic
2025-08-16,PAID FOR ZUKU TV,48400.0,Utilities,Stanbic
2026-02-08,POS PURCHASE TOTALENERGIES KAMPALA,26500.0,Transport,Airtel Money
2025-09-29,PAID FOR MTN AIRTIME,8400.0,Airtime & Data,Stanbic
2025-07-23,AGENT 5485 - ZUKU TV,64200.0,Utilities,Stanbic
2026-01-16,POS PURCHASE TOTALENERGIES KAMPALA,26500.0,Transport,Stanbic
2025-08-22,AGENT 9999 - LYCADATA,26100.0,Airtime & Data,Stanbic
2025-04-02,BANK TO WALLET MBALE,248400.0,Income/Transfers,Stanbic
2025-06-12,MOMOPAY 840863 ZUKU TV,106800.0,Utilities,Airtel Money
2025-05-21,POS PURCHASE MTN AIRTIME KAMPALA,21200.0,Airtime & Data,Centenary Bank
2025-12-09,MOMOPAY 882238 MEGA STANDARD,79100.0,Food & Groceries,MTN MoMo
2025-11-07,AGENT 7025 - UBER,22000.0,Transport,MTN MoMo
2025-06-15,MOMO TRANSFER FROM KLA,1404300.0,Income/Transfers,MTN MoMo
2026-03-22,WHT 15% BANK TO WALLET,474000.0,Income/Transfers,MTN MoMo
2026-02-03,MOMO TRANSFER FROM GULU,1139300.0,Income/Transfers,Airtel Money
2025-12-20,PAID FOR QUALITY SUPERMARKET,117400.0,Food & Groceries,Stanbic
2025-05-14,PAID FOR KIKUUBO WHOLESALE,89500.0,Food & Groceries,MTN MoMo
2025-12-23,LINK BUS MUK,12400.0,Transport,MTN MoMo
2025-06-03,WHT 37% BANK TO WALLET,1296700.0,Income/Transfers,MTN MoMo
2025-08-07,MOMOPAY 495635 MEGA STANDARD,118400.0,Food & Groceries,Airtel Money
2025-04-16,POS PURCHASE CAPITAL SHOPPERS KAMPALA,63900.0,Food & Groceries,Centenary Bank
2025-11-29,MOMOPAY 590524 MTN AIRTIME,10100.0,Airtime & Data,Airtel Money
2025-08-15,PAID FOR MTN AIRTIME,7800.0,Airtime & Data,Stanbic
2025-08-30,POS PURCHASE KYAMBOGO KAMPALA,2403100.0,Education,Centenary Bank
2025-10-26,MOMOPAY 430096 MEGA STANDARD,77500.0,Food & Groceries,Airtel Money
2025-06-28,CAPITAL SHOPPERS GULU,47800.0,Food & Groceries,Airtel Money
2025-05-08,POS PURCHASE MOMO TRANSFER FROM KAMPALA,2353600.0,Income/Transfers,MTN MoMo
2025-07-02,WHT 86% SALARY DEPOSIT,1454200.0,Income/Transfers,Centenary Bank
2025-04-12,POS PURCHASE NANDOS KAMPALA,29300.0,Dining & Drinks,Centenary Bank
2025-09-10,BANK TO WALLET MBALE,2362600.0,Income/Transfers,MTN MoMo
2026-01-21,CAPITAL SHOPPERS GULU,119700.0,Food & Groceries,Centenary Bank
2025-07-03,PAID FOR LOCAL JOINT,83700.0,Dining & Drinks,Airtel Money
2025-07-18,POS PURCHASE LOCAL JOINT KAMPALA,74500.0,Dining & Drinks,Airtel Money
2026-01-26,MOMOPAY 246339 SHELL,72500.0,Transport,MTN MoMo
2025-05-06,WHT 94% SALARY DEPOSIT,2330800.0,Income/Transfers,MTN MoMo
2025-07-04,YY COACHES GULU,4800.0,Transport,Airtel Money
2025-09-01,AGENT 3559 - MOMO TRANSFER FROM,690100.0,Income/Transfers,MTN MoMo
2026-02-15,BANK TO WALLET MBALE,3356600.0,Income/Transfers,Airtel Money
2025-10-28,MOMOPAY 796849 GREENHILL ACADEMY,2133800.0,Education,Airtel Money
2026-03-16,MOMOPAY 347730 LINK BUS,34400.0,Transport,MTN MoMo
2025-12-01,PAID FOR TOTALENERGIES,13500.0,Transport,MTN MoMo
2025-07-13,WHT 13% BANK TO WALLET,2569000.0,Income/Transfers,Airtel Money
2025-05-11,WHT 82% NANDOS,69900.0,Dining & Drinks,Airtel Money
2025-09-24,MOMOPAY 980145 MTN AIRTIME,24200.0,Airtime & Data,Centenary Bank
2025-12-21,WHT 83% QUALITY SUPERMARKET,104800.0,Food & Groceries,MTN MoMo
2025-08-06,WHT 48% JAVA HOUSE,106500.0,Dining & Drinks,Stanbic
2025-09-01,MOMOPAY 131986 BANK TO WALLET,377100.0,Income/Transfers,Stanbic
