text,label
just paid 82500 for transit,Transport
subway,Transport
concert 100k,Entertainment
bought a laptop,Food
spent 13 on property tax,Housing
got cleaning - 491,Housing
bought cinema for 214,Entertainment
   ,Transport
expensive eye exam 5k,Healthcare
just paid 460700 for shoes,Shopping
asdfasdf rent asdf,Housing
property tax 51k,Housing
expensive transit 16k,Transport
paid for mortgage,Housing
sneakers 116100,Shopping
cleaning 26k,Housing
cleaning,Housing
spent on subway,Transport
target,Shopping
restaurant 482900,Food
supermarket,Food
paid for water bill,Utilities
500,Food
paid 419 for electronics,Shopping
just paid 474300 for best buy,Shopping
cleaning cost me 146800,Housing
bought vitamins for 202000,Healthcare
"flight today, 120",Transport
music cost,Entertainment
spent 48k on target,Shopping
paid for snacks,Food
25k for therapy,Healthcare
cinema,Entertainment
paid 241900 for cleaning,Housing
just paid 464200 for bus ticket,Transport
cost of doctor was 54k,Healthcare
bought some random stuff,
paid 81k for therapy,Healthcare
phone bill,Utilities
electronics,Shopping
train,Transport
gifts 53000,Shopping
paid for fuel,Transport
7 for train,Transport
cost of water bill was 313,Utilities
clothes,Shopping
expensive cafe 171000,Food
bought mall for 291,Shopping
went to cinema and spent 8k,Entertainment
spent on plumber,Housing
doctor,Healthcare
spent on kfc,Food
just paid 54k for power,Utilities
cafe 494500,Food
therapy,Healthcare
checkup,Healthcare
just paid 68k for mortgage,Housing
cost of pizza was 63k,Food
went to medicine and spent 245100,Healthcare
broadband cost me 393,Utilities
games cost me 320100,Entertainment
cost of steam was 318900,Entertainment
paid for laptop,Shopping
paid 450 towards uber,Transport
paid for maintenance,Housing
got shirts - 299,Shopping
paid for uber,Transport
paid 466 for burger,Food
bus ticket,Transport
cost of flight was 27500,Transport
cost of mortgage was 437,Housing
cost of gas was 421,Transport
paid 212 towards gas,Transport
paid 418600 towards checkup,Healthcare
cleaning,Housing
 ,Food
expensive mortgage 40k,Housing
"electricity today, 74k",Utilities
expensive gas bill 76k,Utilities
expensive train 273,Transport
power,Utilities
went to dinner and spent 120800,Food
got transit - 10100,Transport
docccctooor!! 99999999,Healthcare
spent on music,Entertainment
maintenance,Housing
netflix cost me 318300,Entertainment
got medicine - 452800,Healthcare
$$$@#$@@! coffee!!!,Food
went to wifi and spent 78900,Utilities
spent 209200 on jacket,Shopping
37k for gifts,Shopping
went to amazon and spent 50k,Shopping
spent 76k on cafe,Food
   ,Transport
restaurant,Food
spent 373700 on spotify,Entertainment
went to breakfast and spent 18,Food
spent 45100 on parking,Transport
got clothes - 12k,Shopping
went to netflix and spent 263,Entertainment
paid 221400 towards shirts,Shopping
bought cell plan for 358100,Utilities
cost of transit was 70k,Transport
pharmacy cost,Healthcare
spent on concert,Entertainment
spent on concert,Entertainment
just paid 71k for checkup,Healthcare
concert cost me 87k,Entertainment
fuel cost me 47k,Transport
went to trash and spent 115300,Utilities
internet,Utilities
expensive ikea 274100,Housing
got steam - 251,Entertainment
sneakers 40000,Shopping
spent on apartment,Housing
just paid 170 for checkup,Healthcare
cost of power was 371600,Utilities
bought groceries for 341700,Food
18k for gifts,Shopping
spent on property tax,Housing
furniture 307,Housing
bought theater for 26k,Entertainment
got cell plan - 495,Utilities
expensive property tax 57200,Housing
paid 83400 towards shirts,Shopping
got cleaning - 26k,Housing
paid 45k towards cell plan,Utilities
gas cost,Transport
paid 38k for games,Entertainment
expensive dinner 113100,Food
expensive shirts 55k,Shopping
paid 20k for ikea,Housing
club,Entertainment
flight,Transport
docccctooor!! 99999999,Healthcare
96300 for subway,Transport
37100 for burger,Food
subway,Transport
supermarket cost,Food
netflix,Entertainment
paid for internet,Utilities
just paid 23k for concert,Entertainment
60k for checkup,Healthcare
432200 for first aid,Healthcare
expensive therapy 119,Healthcare
parking,Transport
expensive mall 100k,Shopping
20 for checkup,Healthcare
 ,Food
75k for medicine,Healthcare
491800 for pizza,Food
bought amazon for 318,Shopping
taxi 373,Transport
paid 62k for club,Entertainment
"mall today, 144",Shopping
paid 65k for supermarket,Food
eye exam 86600,Healthcare
home depot,Housing
paid 340800 towards theater,Entertainment
spent on tolls,Transport
spent on clinic,Healthcare
bought mortgage for 24k,Housing
bus ticket 41k,Transport
paid for laptop,Shopping
"meal today, 7300",Food
"broadband today, 78k",Utilities
paid 97k towards best buy,Shopping
"concert today, 149",Entertainment
power 486200,Utilities
paid for internet,Utilities
cell plan,Utilities
maintenance,Housing
expensive music 11k,Entertainment
got apartment - 6,Housing
breakfast,Food
expensive therapy 18600,Healthcare
netflix cost me 110900,Entertainment
meal,Food
expensive jacket 9,Shopping
17000 for amazon,Shopping
broadband,Utilities
paid for party,Entertainment
lunch,Food
electronics cost me 293,Shopping
cost of party was 279900,Entertainment
cost of dentist was 85000,Healthcare
spent on groceries,Food
shirts cost,Shopping
356 for fuel,Transport
fuel 250,Transport
 ,Food
got checkup - 15k,Healthcare
went to cinema and spent 90,Entertainment
spent on shirts,Shopping
shoes,Shopping
cost of bowling was 92k,Entertainment
clinic cost,Healthcare
went to cleaning and spent 259,Housing
asdfasdf rent asdf,Housing
paid 175 towards shoes,Shopping
just paid 332100 for transit,Transport
spent on dinner,Food
paid 343 for concert,Entertainment
196500 for pharmacy,Healthcare
cleaning 41k,Housing
fuel,Transport
transit cost me 22500,Transport
spent 16300 on clinic,Healthcare
expensive hospital 292800,Healthcare
spent on spotify,Entertainment
expensive maintenance 349200,Housing
spent 69k on gas bill,Utilities
breakfast,Food
paid 97200 towards meal,Food
paid 28k for boda,Transport
tolls cost me 38k,Transport
medicine,Healthcare
paid for medicine,Healthcare
expensive club 251,Entertainment
went to train and spent 45200,Transport
bought therapy for 168700,Healthcare
music 47k,Entertainment
paid 104300 for cafe,Food
cost of internet was 422,Utilities
games,Entertainment
expensive water bill 476700,Utilities
spent on taxi,Transport
hospital cost me 44,Healthcare
power cost me 405,Utilities
spotify cost me 63k,Entertainment
spent 477700 on kfc,Food
paid 90k towards power,Utilities
train,Transport
went to therapy and spent 143200,Healthcare
train,Transport
"movie today, 251",Entertainment
"gas today, 472",Transport
"clinic today, 366",Healthcare
expensive maintenance 26k,Housing
groceries cost me 2k,Food
went to doctor and spent 77k,Healthcare
just paid 487 for apartment,Housing
bought home depot for 500,Housing
just paid 88k for jacket,Shopping
cost of restaurant was 19k,Food
paid 144 towards best buy,Shopping
dinner,Food
paid 36k towards cell plan,Utilities
bought trash for 356,Utilities
plumber cost me 313700,Housing
spent on apartment,Housing
paid 450 towards mortgage,Housing
spent 356 on subway,Transport
bought some random stuff,
paid for medicine,Healthcare
expensive kfc 398900,Food
went to clothes and spent 206000,Shopping
98k for groceries,Food
cost of subway was 18k,Transport
got gas bill - 182,Utilities
paid for uber,Transport
water bill 307200,Utilities
ubbber ride hjshd,Transport
spent 290 on dentist,Healthcare
spent on mall,Shopping
207600 for fuel,Transport
paid 103 for lunch,Food
paid 55 towards home depot,Housing
burger cost,Food
just paid 86k for phone bill,Utilities
paid 140900 for flight,Transport
docccctooor!! 99999999,Healthcare
just paid 81k for home depot,Housing
ikea,Housing
spent 63 on medicine,Healthcare
transit,Transport
bought tolls for 8,Transport
hospital cost me 340,Healthcare
expensive mortgage 71k,Housing
bought furniture for 26700,Housing
cost of meal was 8700,Food
snacks,Food
hospital cost me 390800,Healthcare
expensive property tax 98k,Housing
theater,Entertainment
just paid 323 for meal,Food
gas,Transport
paid 395 for kfc,Food
120k,Shopping
spent on sneakers,Shopping
bought steam for 337,Entertainment
paid 412 towards boda,Transport
paid 4k towards apartment,Housing
just paid 252400 for cleaning,Housing
paid for gas bill,Utilities
concert,Entertainment
paid for netflix,Healthcare
furniture 243000,Housing
bought clothes for 196,Shopping
expensive burger 400,Food
just paid 399300 for transit,Transport
tolls cost,Transport
got gifts - 64k,Shopping
pizza,Food
expensive therapy 217800,Healthcare
spent on taxi,Transport
paid for netflix,Healthcare
went to theater and spent 67k,Entertainment
spent on cell plan,Utilities
"cleaning today, 226",Housing
272000 for vitamins,Healthcare
bought tolls for 357800,Transport
paid 27k towards lunch,Food
"bus ticket today, 372200",Transport
$$$@#$@@! coffee!!!,Food
"rent today, 294",Housing
323000 for water bill,Utilities
expensive shoes 38,Shopping
cost of pizza was 53k,Food
transit cost,Transport
"property tax today, 179600",Housing
"mall today, 483",Shopping
clinic,Healthcare
medicine cost,Healthcare
spent on gas bill,Utilities
went to eye exam and spent 122,Healthcare
got property tax - 27k,Housing
got club - 85600,Entertainment
paid 458500 for concert,Entertainment
paid 27100 towards ikea,Housing
property tax,Housing
cinema cost me 306,Entertainment
went to clinic and spent 6k,Healthcare
paid 336 for vitamins,Healthcare
trash cost me 35k,Utilities
173 for gas,Transport
just paid 50 for sneakers,Shopping
mall cost me 46,Shopping
wifi cost,Utilities
paid for ikea,Housing
fuel cost me 4k,Transport
best buy cost,Shopping
clothes cost me 136200,Shopping
expensive phone bill 398,Utilities
went to cell plan and spent 309300,Utilities
concert 49k,Entertainment
got first aid - 117700,Healthcare
spent 444 on gas bill,Utilities
cost of subway was 38,Transport
expensive pizza 82400,Food
spotify cost me 406,Entertainment
paid 485600 towards broadband,Utilities
bought coffee for 55,Food
laptop cost,Shopping
expensive broadband 52,Utilities
just paid 94 for meal,Food
vitamins cost me 256800,Healthcare
got checkup - 8k,Healthcare
bought cafe for 128,Food
paid for amazon,Shopping
property tax cost me 448,Housing
spent 59k on property tax,Housing
paid 363 towards hospital,Healthcare
mortgage cost me 316000,Housing
spent 8 on apartment,Housing
got uber - 448,Transport
expensive bus ticket 4k,Transport
bought kfc for 67k,Food
paid 410800 towards steam,Entertainment
56k for burger,Food
went to mortgage and spent 41k,Housing
just paid 31k for bowling,Entertainment
bought train for 157,Transport
got property tax - 23k,Housing
bus ticket cost,Transport
went to pharmacy and spent 54k,Healthcare
expensive flight 79k,Transport
snacks,Food
cinema,Entertainment
paid for meal,Food
"sneakers today, 228900",Shopping
breakfast cost me 14k,Food
90k for best buy,Shopping
went to transit and spent 403700,Transport
spppent 45kkk on kfffcc,Food
spent 54900 on medicine,Healthcare
spent 351400 on steam,Entertainment
got meal - 17700,Food
paid 481800 for train,Transport
just paid 235 for property tax,Housing
120k,Shopping
jacket cost,Shopping
pharmacy,Healthcare
just paid 338800 for party,Entertainment
broadband cost me 488000,Utilities
subway,Transport
spent on burger,Food
cell plan 467400,Utilities
just paid 362 for cinema,Entertainment
cost of meal was 78,Food
spent 56k on dentist,Healthcare
cost of fuel was 440,Transport
227 for sneakers,Shopping
"cafe today, 263800",Food
paid for netflix,Healthcare
spent on kfc,Food
spent 46k on groceries,Food
just paid 53k for kfc,Food
paid 8k for cafe,Food
"broadband today, 98k",Utilities
went to dinner and spent 36k,Food
paid 421 towards doctor,Healthcare
495 for clothes,Shopping
expensive trash 169,Utilities
spent on mortgage,Housing
paid for restaurant,Food
mall,Shopping
spotify cost,Entertainment
285200 for pizza,Food
paid 61k towards tolls,Transport
"movie today, 107",Entertainment
mall,Shopping
got therapy - 205600,Healthcare
flight cost me 64k,Transport
bought gas for 71k,Transport
"best buy today, 255",Shopping
spent 499 on mortgage,Housing
spent on mortgage,Housing
just paid 444900 for furniture,Housing
spent on eye exam,Healthcare
paid 28k towards property tax,Housing
shooesss!!!!!!!!,Shopping
best buy cost me 217,Shopping
eye exam cost me 487,Healthcare
got music - 389100,Entertainment
spent on target,Shopping
furniture,Housing
"furniture today, 140400",Housing
spent 47300 on supermarket,Food
taxi cost me 96k,Transport
cost of mall was 376200,Shopping
cost of bowling was 161,Entertainment
supermarket cost,Food
paid 81k towards pharmacy,Healthcare
cost of music was 203,Entertainment
mortgage,Housing
paid for groceries,Food
asdfasdf rent asdf,Housing
target 473,Shopping
subway,Transport
subway cost me 223600,Transport
just paid 89k for target,Shopping
maintenance cost me 317900,Housing
therapy,Healthcare
paid 68k towards electricity,Utilities
"pizza today, 66",Food
bought theater for 75k,Entertainment
sneakers,Shopping
tolls 413,Transport
$$$@#$@@! coffee!!!,Food
paid 68k towards apartment,Housing
paid 390 for meal,Food
"party today, 363200",Entertainment
paid 136 for internet,Utilities
spent on bowling,Entertainment
just paid 60k for burger,Food
went to phone bill and spent 499,Utilities
321900 for bowling,Entertainment
paid 8700 towards apartment,Housing
dinner cost me 189,Food
cost of home depot was 2,Housing
went to restaurant and spent 414900,Food
cost of jacket was 81,Shopping
1 for cafe,Food
498300 for best buy,Shopping
spotify 412,Entertainment
bought breakfast for 45k,Food
sneakers 259700,Shopping
55k for plumber,Housing
paid 14k towards cafe,Food
paid 12k towards apartment,Housing
property tax cost me 167,Housing
expensive pizza 7k,Food
got movie - 470800,Entertainment
went to games and spent 13800,Entertainment
paid 100300 towards dentist,Healthcare
went to bus ticket and spent 52800,Transport
paid 484500 for boda,Transport
spent on gifts,Shopping
party,Entertainment
water bill cost me 36700,Utilities
paid 121000 towards ikea,Housing
netflix,Entertainment
paid for eye exam,Healthcare
electronics 83300,Shopping
pharmacy,Healthcare
spent 2k on gas,Transport
bought pizza for 266700,Food
pharmacy,Healthcare
bought jacket for 171700,Shopping
spent on mortgage,Housing
spent on parking,Transport
plumber,Housing
spent 4 on cell plan,Utilities
vitamins 90k,Healthcare
cost of party was 51k,Entertainment
